38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
38,,Maths,TD,numApogee,,90,lanchon,"C1,C2",TD11
