50;;RDM1;CONTROLE;numApogee;;90;Libine-l;SalleA;PROMO-GIM-S1-S2;GIM-S1-S2;4858e93b-69a8-46f8-949d-069b74a93743
50;;PROD1;CONTROLE;numApogee;;90;Samyn-v;SalleA;PROMO-GIM-S1-S2;GIM-S1-S2;707ede18-89d7-487b-97a6-f18577c30c3b
50;;MATH1;COURS;numApogee;;90;Lanchon-j;Amphi_C;PROMO-GIM-S1-S2;GIM-S1-S2;52e4e26f-4b9d-4068-9054-6aab93a2b667
50;;MATH1;TD;numApogee;;90;Lanchon-j;B6,C1;GR1-GIM-S1-S2;GIM-S1-S2;727403dd-9de6-4860-be91-a4f7fb22225b
50;;ENA;TD;numApogee;;90;Obeid-h;B6,C1;GR1-GIM-S1-S2;GIM-S1-S2;54224d21-4dc6-413d-adfe-d547325833a6
50;;ENA;TD;numApogee;;90;Obeid-h;B6,C1;GR1-GIM-S1-S2;GIM-S1-S2;8cf60f25-2b37-4f32-afa0-e9cc7a9d668a
50;;MAINT1;TD;numApogee;;90;Samyn-v;B6,C1,C5;GR1-GIM-S1-S2;GIM-S1-S2;28f90069-b464-408c-b10f-123e2547678a
50;;TEC1;TP;numApogee;;90;Pasquier-b;B2,C3,C4;GA-GIM-S1-S2;GIM-S1-S2;9651549c-6ee2-4eb2-b054-e222a978bf73
50;;TEC1;TP;numApogee;;90;Pasquier-b;B2,C3,C4;GB-GIM-S1-S2;GIM-S1-S2;b81ebd42-040d-4049-ba33-b5724f5a3b2f
50;;LV1;TP;numApogee;;90;Aminot-a;B6,C1;GA-GIM-S1-S2;GIM-S1-S2;f4207c3a-b0df-4c89-b4e7-5a8707790f30
50;;MTS1;TP;numApogee;;180;Kaszycki-r;A8;GB-GIM-S1-S2;GIM-S1-S2;65cc1626-7460-4331-b5c6-30fc258e92f6
50;;LV1;TP;numApogee;;90;Aminot-a;B6,C1;GB-GIM-S1-S2;GIM-S1-S2;6dd10ed9-11be-490a-9d09-762ad88ea084
50;;RV1;TP;numApogee;;180;Picquenot-a;C4,B2;GA-GIM-S1-S2;GIM-S1-S2;52088105-5ccc-40bc-a99e-912596404231
50;;RDM1;TP;numApogee;;180;Roubaud-g;A5-A6;GA-GIM-S1-S2;GIM-S1-S2;bf5556ad-43b7-4c26-8ea9-6bd3d4a21f5f
50;;MTS1;TP;numApogee;;180;Kaszycki-r;A8;GA-GIM-S1-S2;GIM-S1-S2;1dea0866-b445-4aae-b48d-ae66b8805e6c
50;;RDM1;TP;numApogee;;180;Libine-l;A5-A6;GB-GIM-S1-S2;GIM-S1-S2;5ad5a22c-9923-42a5-a919-56cdf17fff24
50;;RV1;TP;numApogee;;180;Picquenot-a;C4,B2;GB-GIM-S1-S2;GIM-S1-S2;338493ba-d83f-4480-9800-c28ae2b3fc44
