38;;Maths;TD;numApogee;;15;Belhomme;C1;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
38;;Maths;TD;numApogee;;15;Belhomme;C1,C2;GIM-1A-FI
